"model_label","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","ref_percent","cur_percent","class_percent_difference","class_representation","AM_woody","Dual_woody","EcM_woody","ErM_woody","NM_woody","AM_herbaceous","EcM_herbaceous","NM_herbaceous","prop_EcM_woody","prop_AM_woody","prop_ErM_woody","dominant_myco","fire_dependent","myco_fire_group"
"14810_41_50_51_63_C","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,5000,5000,989,"C",21,19,-2,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14810_41_50_51_63_D","14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,5000,5000,989,"D",54,12,-42,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14900_60_A","14900_60","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",5,294,5000,5,"A",57,0,-57,"under",0,0,0,0,0,3,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14900_60_B","14900_60","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",5,294,5000,5,"B",26,0,-26,"under",0,0,0,0,0,1,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14900_60_C","14900_60","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",5,294,5000,5,"C",6,0,-6,"under",3,0,0,0,0,1,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14900_60_D","14900_60","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",5,294,5000,5,"D",11,56,45,"over",0,0,0,0,0,1,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14900_65_66_A","14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,5000,5000,508,"A",11,0,-11,"under",0,0,0,0,0,6,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14900_65_66_B","14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,5000,5000,508,"B",16,8,-8,"under",0,0,0,0,0,6,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14900_65_66_C","14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,5000,5000,508,"C",73,0,-73,"under",0,0,0,0,0,8,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14920_41_50_51_52_63_B","14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",5000,5000,5000,5000,"B",22,3,-19,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14920_41_50_51_52_63_C","14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",5000,5000,5000,5000,"C",56,0,-56,"under",0,0,2,0,0,6,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14930_52_62_A","14930_52_62","Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Riparian",17,5000,5000,17,"A",8,0,-8,"under",0,0,0,0,0,2,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14930_52_62_B","14930_52_62","Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Riparian",17,5000,5000,17,"B",59,0,-59,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14930_52_62_C","14930_52_62","Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Riparian",17,5000,5000,17,"C",30,0,-30,"under",6,0,0,0,0,2,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14930_52_62_D","14930_52_62","Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Riparian",17,5000,5000,17,"D",3,44,41,"over",8,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14940_63_65_66_B","14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,5000,5000,792,"B",29,5,-24,"under",0,0,0,0,0,12,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14940_63_65_66_C","14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,5000,5000,792,"C",11,1,-10,"under",9,0,3,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14940_63_65_66_D","14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,5000,5000,792,"D",13,23,10,"over",3,0,3,0,0,6,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14940_64_B","14940_64","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",794,5000,5000,794,"B",29,2,-27,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14940_64_C","14940_64","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",794,5000,5000,794,"C",11,0,-11,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14940_64_D","14940_64","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",794,5000,5000,794,"D",13,12,-1,"under",1,0,1,0,0,2,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"15010_58_60_A","15010_58_60","Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest","Riparian",92,424,5000,76,"A",8,3,-5,"under",1,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"15010_58_60_B","15010_58_60","Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest","Riparian",92,424,5000,76,"B",33,1,-32,"under",1,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"15010_58_60_C","15010_58_60","Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest","Riparian",92,424,5000,76,"C",16,1,-15,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"15010_58_60_D","15010_58_60","Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest","Riparian",92,424,5000,76,"D",26,55,29,"over",4,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"15010_58_60_E","15010_58_60","Central Atlantic Coastal Plain Nonriverine Swamp and Wet Hardwood Forest","Riparian",92,424,5000,76,"E",17,0,-17,"under",4,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"15090_45_47_A","15090_45_47","Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest","Hardwood",479,106,88,44,"A",10,0,-10,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"15090_45_47_C","15090_45_47","Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest","Hardwood",479,106,88,44,"C",16,3,-13,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"15090_45_47_D","15090_45_47","Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest","Hardwood",479,106,88,44,"D",55,1,-54,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"15180_43_47_49_52_62_63_64_65_A","15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,5000,5000,993,"A",11,0,-11,"under",0,6,18,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"15180_43_47_49_52_62_63_64_65_B","15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,5000,5000,993,"B",16,7,-9,"under",0,0,24,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"15180_43_47_49_52_62_63_64_65_C","15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,5000,5000,993,"C",73,0,-73,"under",6,0,18,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"15260_64_65_66_A","15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,5000,5000,1011,"A",14,2,-12,"under",6,0,15,3,0,0,0,0,0.625,0.25,0.125,"EcM","fire-sensitive","EcM_fire-sensitive"
"15260_64_65_66_B","15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,5000,5000,1011,"B",11,9,-2,"under",9,0,15,0,0,0,0,0,0.625,0.375,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"15260_64_65_66_C","15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,5000,5000,1011,"C",21,28,7,"over",6,0,12,0,0,0,0,0,0.666666666666667,0.333333333333333,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"15260_64_65_66_D","15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,5000,5000,1011,"D",54,0,-54,"under",6,0,6,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
