"model_label","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","ref_percent","cur_percent","class_percent_difference","class_representation","AM_woody","Dual_woody","EcM_woody","ErM_woody","NM_woody","AM_herbaceous","EcM_herbaceous","NM_herbaceous","prop_EcM_woody","prop_AM_woody","prop_ErM_woody","dominant_myco","fire_dependent","myco_fire_group"
"13700_60_63_64_65_66_B","13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,5000,531,"B",14,6,-8,"under",10,0,10,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13700_60_63_64_65_66_C","13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,5000,531,"C",9,3,-6,"under",5,0,15,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13700_60_63_64_65_66_D","13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,5000,531,"D",68,0,-68,"under",10,0,10,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"13720_46_99_A","13720_46_99","East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest","Hardwood-Conifer",189,87,8,7,"A",12,0,-12,"under",0,0,2,1,0,1,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13720_46_99_B","13720_46_99","East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest","Hardwood-Conifer",189,87,8,7,"B",21,15,-6,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"13720_46_99_C","13720_46_99","East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest","Hardwood-Conifer",189,87,8,7,"C",46,3,-43,"under",0,0,2,1,0,1,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13720_46_99_D","13720_46_99","East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest","Hardwood-Conifer",189,87,8,7,"D",14,0,-14,"under",0,0,2,1,0,1,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-adapted","EcM_fire-adapted"
"13720_46_99_E","13720_46_99","East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest","Hardwood-Conifer",189,87,8,7,"E",7,1,-6,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"13730_63_64_A","13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,5000,5000,1053,"A",4,3,-1,"under",0,2,6,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13730_63_64_B","13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,5000,5000,1053,"B",4,49,45,"over",0,2,6,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13730_63_64_C","13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,5000,5000,1053,"C",4,22,18,"over",0,2,2,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13730_63_64_D","13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,5000,5000,1053,"D",5,0,-5,"under",0,2,6,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13730_63_64_E","13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,5000,5000,1053,"E",83,0,-83,"under",0,0,3,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13730_65_66_A","13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,5000,5000,1127,"A",6,16,10,"over",0,2,6,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13730_65_66_B","13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,5000,5000,1127,"B",6,40,34,"over",0,2,6,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13730_65_66_C","13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,5000,5000,1127,"C",7,29,22,"over",0,4,2,0,0,0,0,0,0.666666666666667,0.333333333333333,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13740_64_65_66_A","13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,5000,5000,580,"A",8,8,0,"equal",0,3,9,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13740_64_65_66_B","13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,5000,5000,580,"B",7,16,9,"over",0,3,9,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13740_64_65_66_C","13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,5000,5000,580,"C",7,24,17,"over",0,3,9,0,0,0,0,0,0.875,0.125,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13740_64_65_66_D","13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,5000,5000,580,"D",8,0,-8,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13740_64_65_66_E","13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,5000,5000,580,"E",70,0,-70,"under",0,0,3,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13750_60_B","13750_60","Eastern Serpentine Woodland","Hardwood-Conifer",87,56,5,5,"B",8,0,-8,"under",0,0,3,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13750_60_C","13750_60","Eastern Serpentine Woodland","Hardwood-Conifer",87,56,5,5,"C",52,0,-52,"under",0,0,1,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13750_60_D","13750_60","Eastern Serpentine Woodland","Hardwood-Conifer",87,56,5,5,"D",33,25,-8,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13750_60_E","13750_60","Eastern Serpentine Woodland","Hardwood-Conifer",87,56,5,5,"E",3,4,1,"over",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"13760_48_53_57_61_A","13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"A",8,0,-8,"under",4,0,8,0,0,4,0,0,0.666666666666667,0.333333333333333,0,"EcM","fire-adapted","EcM_fire-adapted"
"13760_48_53_57_61_B","13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"B",5,0,-5,"under",12,0,4,0,0,0,0,0,0.25,0.75,0,"AM","fire-adapted","AM_fire-adapted"
"13760_48_53_57_61_C","13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"C",22,0,-22,"under",0,0,8,0,0,8,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13760_48_53_57_61_D","13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"D",50,0,-50,"under",0,0,8,0,0,8,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13760_48_53_57_61_E","13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"E",15,0,-15,"under",12,0,4,0,0,0,0,0,0.25,0.75,0,"AM","fire-adapted","AM_fire-adapted"
"13770_60_61_63_64_65_66_B","13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"B",7,1,-6,"under",0,0,18,6,0,0,0,0,0.75,0,0.25,"EcM","fire-sensitive","EcM_fire-sensitive"
"13770_60_61_63_64_65_66_C","13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"C",74,9,-65,"under",6,0,18,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"13770_60_61_63_64_65_66_D","13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,"D",16,1,-15,"under",0,0,12,6,0,0,0,0,0.666666666666667,0,0.333333333333333,"EcM","fire-sensitive","EcM_fire-sensitive"
"13790_60_65_A","13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"A",8,1,-7,"under",2,0,0,0,0,6,0,0,0,1,0,"AM","fire-adapted","AM_fire-adapted"
"13790_60_65_B","13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"B",15,0,-15,"under",0,0,8,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13790_60_65_C","13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"C",24,0,-24,"under",4,0,2,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-adapted","AM_fire-adapted"
"13790_60_65_D","13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"D",49,0,-49,"under",2,0,6,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13790_60_65_E","13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"E",4,1,-3,"under",0,0,4,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13860_66_A","13860_66","Acadian-Appalachian Alpine Tundra","Shrubland",5000,5000,5000,5000,"A",14,0,-14,"under",0,0,0,0,0,1,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"13860_66_B","13860_66","Acadian-Appalachian Alpine Tundra","Shrubland",5000,5000,5000,5000,"B",86,0,-86,"under",0,0,0,2,0,0,0,0,0,0,1,"ErM","fire-sensitive","ErM_fire-sensitive"
"13940_52_A","13940_52","North-Central Interior Oak Savanna","Hardwood",552,187,5,5,"A",21,0,-21,"under",0,1,1,0,0,2,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13940_52_B","13940_52","North-Central Interior Oak Savanna","Hardwood",552,187,5,5,"B",56,1,-55,"under",0,0,3,0,0,1,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13940_52_C","13940_52","North-Central Interior Oak Savanna","Hardwood",552,187,5,5,"C",12,12,0,"equal",0,0,3,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13940_52_D","13940_52","North-Central Interior Oak Savanna","Hardwood",552,187,5,5,"D",11,1,-10,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13950_41_42_43_49_52_A","13950_41_42_43_49_52","North-Central Oak Barrens","Hardwood",341,246,5,5,"A",32,0,-32,"under",0,1,1,0,0,2,0,0,0.75,0.25,0,"EcM","fire-adapted","EcM_fire-adapted"
"13950_41_42_43_49_52_B","13950_41_42_43_49_52","North-Central Oak Barrens","Hardwood",341,246,5,5,"B",63,3,-60,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13950_41_42_43_49_52_C","13950_41_42_43_49_52","North-Central Oak Barrens","Hardwood",341,246,5,5,"C",3,9,6,"over",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13950_41_42_43_49_52_D","13950_41_42_43_49_52","North-Central Oak Barrens","Hardwood",341,246,5,5,"D",2,0,-2,"under",0,0,4,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13970_48_A","13970_48","Nashville Basin Limestone Glade and Woodland","Savanna",40,13,5,3,"A",34,0,-34,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-adapted","NA_fire-adapted"
"13970_48_B","13970_48","Nashville Basin Limestone Glade and Woodland","Savanna",40,13,5,3,"B",6,0,-6,"under",2,0,1,0,0,1,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-adapted","AM_fire-adapted"
"13970_48_C","13970_48","Nashville Basin Limestone Glade and Woodland","Savanna",40,13,5,3,"C",18,0,-18,"under",0,0,1,0,0,3,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13970_48_D","13970_48","Nashville Basin Limestone Glade and Woodland","Savanna",40,13,5,3,"D",41,0,-41,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"13970_48_E","13970_48","Nashville Basin Limestone Glade and Woodland","Savanna",40,13,5,3,"E",1,32,31,"over",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"14000_60_61_A","14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,"A",53,0,-53,"under",0,0,0,0,0,6,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14000_60_61_B","14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,"B",27,0,-27,"under",4,0,0,0,0,4,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14000_60_61_C","14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,"C",7,0,-7,"under",8,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14000_60_61_D","14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,"D",13,26,13,"over",4,0,4,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14000_63_B","14000_63","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1421,4,"B",27,0,-27,"under",2,0,0,0,0,2,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14000_63_C","14000_63","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1421,4,"C",7,0,-7,"under",4,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14000_63_D","14000_63","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1421,4,"D",14,5,-9,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14000_64_A","14000_64","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1604,4,"A",53,0,-53,"under",0,0,0,0,0,3,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14000_64_C","14000_64","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1604,4,"C",7,0,-7,"under",4,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14000_64_D","14000_64","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1604,4,"D",13,34,21,"over",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14010_43_44_47_48_53_A","14010_43_44_47_48_53","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,"A",58,0,-58,"under",0,0,2,0,0,6,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14010_43_44_47_48_53_B","14010_43_44_47_48_53","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,"B",7,0,-7,"under",4,0,2,0,0,2,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-adapted","AM_fire-adapted"
"14010_43_44_47_48_53_C","14010_43_44_47_48_53","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,"C",23,0,-23,"under",0,0,3,0,0,9,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14010_43_44_47_48_53_D","14010_43_44_47_48_53","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,"D",10,0,-10,"under",0,0,3,0,0,9,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14010_43_44_47_48_53_E","14010_43_44_47_48_53","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,"E",2,0,-2,"under",6,0,3,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-adapted","AM_fire-adapted"
"14080_48_A","14080_48","Alabama Ketona Glade and Woodland","Hardwood",19,16,5,3,"A",58,0,-58,"under",1,0,1,0,0,2,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"14080_48_C","14080_48","Alabama Ketona Glade and Woodland","Hardwood",19,16,5,3,"C",23,0,-23,"under",1,0,1,0,0,2,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"14080_48_D","14080_48","Alabama Ketona Glade and Woodland","Hardwood",19,16,5,3,"D",10,0,-10,"under",1,0,1,0,0,2,0,0,0.5,0.5,0,NA,"fire-adapted","NA_fire-adapted"
"14080_48_E","14080_48","Alabama Ketona Glade and Woodland","Hardwood",19,16,5,3,"E",2,24,22,"over",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-adapted","AM_fire-adapted"
"14090_50_64_A","14090_50_64","Great Lakes Alvar","Conifer",439,3247,5000,387,"A",45,33,-12,"under",1,0,0,0,0,2,0,1,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14090_50_64_B","14090_50_64","Great Lakes Alvar","Conifer",439,3247,5000,387,"B",40,4,-36,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14090_50_64_C","14090_50_64","Great Lakes Alvar","Conifer",439,3247,5000,387,"C",15,8,-7,"under",1,0,3,0,0,0,0,0,0.75,0.25,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14110_49_51_52_A","14110_49_51_52","Great Lakes Wet-Mesic Lakeplain Prairie","Riparian",24,5000,5000,24,"A",46,1,-45,"under",0,0,0,0,0,3,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14110_49_51_52_B","14110_49_51_52","Great Lakes Wet-Mesic Lakeplain Prairie","Riparian",24,5000,5000,24,"B",27,0,-27,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14110_49_51_52_C","14110_49_51_52","Great Lakes Wet-Mesic Lakeplain Prairie","Riparian",24,5000,5000,24,"C",27,22,-5,"under",2,0,2,0,0,0,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14120_52_A","14120_52","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,5000,89,3,"A",81,0,-81,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14120_52_B","14120_52","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,5000,89,3,"B",16,0,-16,"under",1,0,1,0,0,2,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14120_52_C","14120_52","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,5000,89,3,"C",3,0,-3,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14130_47_A","14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"A",13,0,-13,"under",0,0,0,0,0,3,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14130_47_B","14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"B",23,0,-23,"under",4,0,0,0,0,0,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14130_47_C","14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"C",28,0,-28,"under",0,0,1,0,0,2,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14130_47_D","14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"D",24,11,-13,"under",1,0,2,0,0,1,0,0,0.666666666666667,0.333333333333333,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14130_47_E","14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"E",12,0,-12,"under",3,0,1,0,0,0,0,0,0.25,0.75,0,"AM","fire-sensitive","AM_fire-sensitive"
"14140_57_A","14140_57","Southern Appalachian Grass and Shrub Bald","Grassland",280,341,5000,154,"A",6,4,-2,"under",0,0,0,0,0,2,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14140_57_B","14140_57","Southern Appalachian Grass and Shrub Bald","Grassland",280,341,5000,154,"B",12,0,-12,"under",0,0,0,4,0,0,0,0,0,0,1,"ErM","fire-sensitive","ErM_fire-sensitive"
"14140_57_C","14140_57","Southern Appalachian Grass and Shrub Bald","Grassland",280,341,5000,154,"C",8,0,-8,"under",3,0,0,0,0,1,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14140_57_D","14140_57","Southern Appalachian Grass and Shrub Bald","Grassland",280,341,5000,154,"D",8,9,1,"over",0,0,3,0,0,1,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14140_57_E","14140_57","Southern Appalachian Grass and Shrub Bald","Grassland",280,341,5000,154,"E",66,65,-1,"under",0,0,3,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14160_48_A","14160_48","Western Highland Rim Prairie and Barrens","Grassland",40,26,19,9,"A",26,0,-26,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-adapted","NA_fire-adapted"
"14160_48_C","14160_48","Western Highland Rim Prairie and Barrens","Grassland",40,26,19,9,"C",11,0,-11,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14160_48_D","14160_48","Western Highland Rim Prairie and Barrens","Grassland",40,26,19,9,"D",39,8,-31,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14160_48_E","14160_48","Western Highland Rim Prairie and Barrens","Grassland",40,26,19,9,"E",14,10,-4,"under",1,0,2,1,0,0,0,0,0.5,0.25,0.25,NA,"fire-adapted","NA_fire-adapted"
"14170_48_A","14170_48","Eastern Highland Rim Prairie and Barrens","Grassland",18,34,12,6,"A",42,0,-42,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-adapted","NA_fire-adapted"
"14170_48_C","14170_48","Eastern Highland Rim Prairie and Barrens","Grassland",18,34,12,6,"C",11,0,-11,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14170_48_D","14170_48","Eastern Highland Rim Prairie and Barrens","Grassland",18,34,12,6,"D",31,2,-29,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14170_48_E","14170_48","Eastern Highland Rim Prairie and Barrens","Grassland",18,34,12,6,"E",8,3,-5,"under",1,0,2,1,0,0,0,0,0.5,0.25,0.25,NA,"fire-adapted","NA_fire-adapted"
"14180_47_A","14180_47","Pennyroyal Karst Plain Prairie and Barrens","Grassland",2,75,22,1,"A",72,0,-72,"under",2,1,0,0,0,1,0,0,0.166666666666667,0.833333333333333,0,"AM","fire-adapted","AM_fire-adapted"
"14180_47_C","14180_47","Pennyroyal Karst Plain Prairie and Barrens","Grassland",2,75,22,1,"C",20,14,-6,"under",0,0,3,0,0,0,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14210_49_52_A","14210_49_52","Central Tallgrass Prairie","Grassland",4,5000,5000,4,"A",40,0,-40,"under",0,0,0,0,0,3,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14210_49_52_B","14210_49_52","Central Tallgrass Prairie","Grassland",4,5000,5000,4,"B",58,0,-58,"under",0,0,0,0,0,3,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14210_49_52_C","14210_49_52","Central Tallgrass Prairie","Grassland",4,5000,5000,4,"C",2,0,-2,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14270_47_A","14270_47","East Gulf Coastal Plain Jackson Plain Prairie and Barrens","Grassland",18,34,12,6,"A",43,0,-43,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-adapted","NA_fire-adapted"
"14270_47_C","14270_47","East Gulf Coastal Plain Jackson Plain Prairie and Barrens","Grassland",18,34,12,6,"C",11,0,-11,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14270_47_D","14270_47","East Gulf Coastal Plain Jackson Plain Prairie and Barrens","Grassland",18,34,12,6,"D",30,1,-29,"under",0,0,2,0,0,2,0,0,1,0,0,"EcM","fire-adapted","EcM_fire-adapted"
"14270_47_E","14270_47","East Gulf Coastal Plain Jackson Plain Prairie and Barrens","Grassland",18,34,12,6,"E",8,5,-3,"under",1,0,2,1,0,0,0,0,0.5,0.25,0.25,NA,"fire-adapted","NA_fire-adapted"
"14300_46_A","14300_46","Southern Coastal Plain Blackland Prairie and Woodland","Grassland",50,3,96,3,"A",60,0,-60,"under",0,0,0,0,0,4,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14300_46_B","14300_46","Southern Coastal Plain Blackland Prairie and Woodland","Grassland",50,3,96,3,"B",19,0,-19,"under",1,0,1,0,0,2,0,0,0.5,0.5,0,NA,"fire-sensitive","NA_fire-sensitive"
"14300_46_C","14300_46","Southern Coastal Plain Blackland Prairie and Woodland","Grassland",50,3,96,3,"C",3,0,-3,"under",1,0,2,0,0,1,0,0,0.666666666666667,0.333333333333333,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14300_46_D","14300_46","Southern Coastal Plain Blackland Prairie and Woodland","Grassland",50,3,96,3,"D",14,8,-6,"under",3,0,0,0,0,1,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14300_46_E","14300_46","Southern Coastal Plain Blackland Prairie and Woodland","Grassland",50,3,96,3,"E",4,0,-4,"under",3,0,0,0,0,1,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14360_60_A","14360_60","Northern Atlantic Coastal Plain Dune and Swale","Grassland",8,14,5000,5,"A",54,6,-48,"under",0,0,0,0,0,3,0,0,NA,NA,NA,NA,"fire-sensitive","NA_fire-sensitive"
"14360_60_B","14360_60","Northern Atlantic Coastal Plain Dune and Swale","Grassland",8,14,5000,5,"B",9,19,10,"over",1,0,2,0,0,1,0,0,0.666666666666667,0.333333333333333,0,"EcM","fire-sensitive","EcM_fire-sensitive"
"14360_60_C","14360_60","Northern Atlantic Coastal Plain Dune and Swale","Grassland",8,14,5000,5,"C",14,0,-14,"under",2,0,0,0,0,1,0,0,0,1,0,"AM","fire-sensitive","AM_fire-sensitive"
"14360_60_D","14360_60","Northern Atlantic Coastal Plain Dune and Swale","Grassland",8,14,5000,5,"D",6,35,29,"over",2,0,1,0,0,0,0,0,0.333333333333333,0.666666666666667,0,"AM","fire-sensitive","AM_fire-sensitive"
"14360_60_E","14360_60","Northern Atlantic Coastal Plain Dune and Swale","Grassland",8,14,5000,5,"E",17,2,-15,"under",0,0,3,0,0,0,0,0,1,0,0,"EcM","fire-sensitive","EcM_fire-sensitive"
