"value","count","total_bps_count","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","model_label","ref_percent","cur_percent","class_percent_difference","class_representation","symbol","scientific_name","common_name","canopy_position"
1538,318,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"A","14130_47_A",13,0,-13,"under","ARGI","Arundinaria gigantea","Giant cane","Upper"
1538,318,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"A","14130_47_A",13,0,-13,"under","TRST4","Trifolium stoloniferum","Running buffalo clover","Upper"
1539,264,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"UN","14130_47_UN",0,0,0,"equal","UN","UN","UN","UN"
1540,208,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"B","14130_47_B",23,0,-23,"under","ROPS","Robinia pseudoacacia","Black locust","Upper"
1540,208,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"B","14130_47_B",23,0,-23,"under","JUVI","Juniperus virginiana","Eastern redcedar","Middle"
1540,208,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"B","14130_47_B",23,0,-23,"under","CELA","Celtis laevigata","Sugarberry","Upper"
1540,208,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"B","14130_47_B",23,0,-23,"under","SYOR","Symphoricarpos orbiculatus","Coralberry","Low-Mid"
1541,35,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"E","14130_47_E",12,0,-12,"under","QUMA2","Quercus macrocarpa","Bur oak","Upper"
1541,35,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"E","14130_47_E",12,0,-12,"under","CELA","Celtis laevigata","Sugarberry","Upper"
1541,35,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"E","14130_47_E",12,0,-12,"under","FRAM2","Fraxinus americana","White ash","Upper"
1541,35,1367396,"14130_47","Bluegrass Savanna and Woodland","Hardwood",81,132,62,28,"E","14130_47_E",12,0,-12,"under","ACSA3","Acer saccharum","Sugar maple","Upper"
1542,53,1372058,"13530_47","Southern Appalachian Low-Elevation Pine Forest","Conifer",100,1204,2,2,"B","13530_47_B",3,0,-3,"under","PIEC2","Pinus echinata","Shortleaf pine","Upper"
1542,53,1372058,"13530_47","Southern Appalachian Low-Elevation Pine Forest","Conifer",100,1204,2,2,"B","13530_47_B",3,0,-3,"under","PIVI2","Pinus virginiana","Virginia pine","Low-Mid"
1543,555,2602785,"13180_48_53","Southern and Central Appalachian Cove Forest","Hardwood",555,727,88,69,"B","13180_48_53_B",31,0,-31,"under","LITU","Liriodendron tulipifera","Tuliptree","Upper"
1543,555,2602785,"13180_48_53","Southern and Central Appalachian Cove Forest","Hardwood",555,727,88,69,"B","13180_48_53_B",31,0,-31,"under","BEAL2","Betula alleghaniensis","Yellow birch","Upper"
1543,555,2602785,"13180_48_53","Southern and Central Appalachian Cove Forest","Hardwood",555,727,88,69,"B","13180_48_53_B",31,0,-31,"under","ACSA3","Acer saccharum","Sugar maple","Mid-Upper"
1543,555,2602785,"13180_48_53","Southern and Central Appalachian Cove Forest","Hardwood",555,727,88,69,"B","13180_48_53_B",31,0,-31,"under","FAGR","Fagus grandifolia","American beech","Mid-Upper"
1544,5432,25975816,"14720_53_54_57_59_60","Central Interior and Appalachian Riparian Systems","Riparian",997,-9999,202,168,"Barren or Sparse","14720_53_54_57_59_60_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
1545,161,8902334,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,-9999,529,"A","13700_53_61_62_A",9,0,-9,"under","ACRU","Acer rubrum","Red maple","Mid-Upper"
1545,161,8902334,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,-9999,529,"A","13700_53_61_62_A",9,0,-9,"under","LITU","Liriodendron tulipifera","Tuliptree","Upper"
1545,161,8902334,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,-9999,529,"A","13700_53_61_62_A",9,0,-9,"under","FAGR","Fagus grandifolia","American beech","Mid-Upper"
1545,161,8902334,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,-9999,529,"A","13700_53_61_62_A",9,0,-9,"under","TSCA","Tsuga canadensis","Eastern hemlock","Low-Mid"
1546,19457,50686151,"13170_48_53","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",91,1199,6,6,"Barren or Sparse","13170_48_53_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
1547,36663,4976227,"13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"E","13530_46_48_53_54_57_59_60_61_E",13,1,-12,"under","PIVI2","Pinus virginiana","Virginia pine","Upper"
1547,36663,4976227,"13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"E","13530_46_48_53_54_57_59_60_61_E",13,1,-12,"under","VACCI","Vaccinium","Blueberry","Low-Mid"
1548,1566,3786562,"13050_53","Southern Interior Low Plateau Dry-Mesic Oak Forest","Hardwood",2,1007,15,2,"Barren or Sparse","13050_53_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
1549,26,4777689,"14010_43_44_47_48_53","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,"Barren or Sparse","14010_43_44_47_48_53_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
1550,4848,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"E","13630_47_53_E",3,0,-3,"under","QUST","Quercus stellata","Post oak","Upper"
1550,4848,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"E","13630_47_53_E",3,0,-3,"under","QUVE","Quercus velutina","Black oak","Upper"
1550,4848,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"E","13630_47_53_E",3,0,-3,"under","VAPA4","Vaccinium pallidum","Blue ridge blueberry","Lower"
1551,6870,4976227,"13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"D","13530_46_48_53_54_57_59_60_61_D",35,0,-35,"under","PIEC2","Pinus echinata","Shortleaf pine","Upper"
1551,6870,4976227,"13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"D","13530_46_48_53_54_57_59_60_61_D",35,0,-35,"under","QUERC","Quercus","Oak","Mid-Upper"
1551,6870,4976227,"13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"D","13530_46_48_53_54_57_59_60_61_D",35,0,-35,"under","CARYA","Carya","Hickory","Mid-Upper"
1551,6870,4976227,"13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"D","13530_46_48_53_54_57_59_60_61_D",35,0,-35,"under","COFL2","Cornus florida","Flowering dogwood","Middle"
1552,272,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"UE","13630_47_53_UE",0,0,0,"equal","UE","UE","UE","UE"
1553,185,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"D","13630_47_53_D",14,0,-14,"under","QUST","Quercus stellata","Post oak","All"
1553,185,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"D","13630_47_53_D",14,0,-14,"under","QUMA3","Quercus marilandica","Blackjack oak","All"
1553,185,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"D","13630_47_53_D",14,0,-14,"under","SCHIZ4","Schizachyrium","Little bluestem","Lower"
1553,185,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"D","13630_47_53_D",14,0,-14,"under","VAAR","Vaccinium arboreum","Farkleberry","Lower"
1554,11,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"B","13630_47_53_B",30,0,-30,"under","QUST","Quercus stellata","Post oak","Low-Mid"
1554,11,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"B","13630_47_53_B",30,0,-30,"under","QUMA3","Quercus marilandica","Blackjack oak","Low-Mid"
1554,11,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"B","13630_47_53_B",30,0,-30,"under","SCHIZ4","Schizachyrium","Little bluestem","Lower"
1554,11,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"B","13630_47_53_B",30,0,-30,"under","HEHI2","Helianthus hirsutus","Hairy sunflower","Lower"
1555,31,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"C","13630_47_53_C",36,0,-36,"under","QUST","Quercus stellata","Post oak","All"
1555,31,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"C","13630_47_53_C",36,0,-36,"under","QUMA3","Quercus marilandica","Blackjack oak","All"
1555,31,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"C","13630_47_53_C",36,0,-36,"under","SCHIZ4","Schizachyrium","Little bluestem","Lower"
1555,31,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"C","13630_47_53_C",36,0,-36,"under","ANGE","Andropogon gerardii","Big bluestem","Lower"
1556,186,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"Agriculture","13630_47_53_Agriculture",0,0,0,"equal","Agriculture","Agriculture","Agriculture","Agriculture"
1557,758,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"Developed","13630_47_53_Developed",0,0,0,"equal","Developed","Developed","Developed","Developed"
1558,17,1003311,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,"UN","13630_47_53_UN",0,0,0,"equal","UN","UN","UN","UN"
1559,5126,4976227,"13530_46_48_53_54_57_59_60_61","Southern Appalachian Low-Elevation Pine Forest","Conifer",153,66,9,7,"UE","13530_46_48_53_54_57_59_60_61_UE",0,0,0,"equal","UE","UE","UE","UE"
1560,3,6700662,"14790_41_42_47_48_50_51_53","Central Interior and Appalachian Swamp Systems","Riparian",987,-9999,-9999,987,"A","14790_41_42_47_48_50_51_53_A",24,0,-24,"under","CEOC2","Cephalanthus occidentalis","Common buttonbush","Low-Mid"
1560,3,6700662,"14790_41_42_47_48_50_51_53","Central Interior and Appalachian Swamp Systems","Riparian",987,-9999,-9999,987,"A","14790_41_42_47_48_50_51_53_A",24,0,-24,"under","CORU","Cornus rugosa","Roundleaf dogwood","Low-Mid"
1560,3,6700662,"14790_41_42_47_48_50_51_53","Central Interior and Appalachian Swamp Systems","Riparian",987,-9999,-9999,987,"A","14790_41_42_47_48_50_51_53_A",24,0,-24,"under","ILVE","Ilex verticillata","Common winterberry","Low-Mid"
1560,3,6700662,"14790_41_42_47_48_50_51_53","Central Interior and Appalachian Swamp Systems","Riparian",987,-9999,-9999,987,"A","14790_41_42_47_48_50_51_53_A",24,0,-24,"under","COAM2","Cornus amomum","Silky dogwood","Low-Mid"
1561,9510,25813252,"13150_48_53_57_59_61","Southern Appalachian Oak Forest","Hardwood",604,138,16,14,"Barren or Sparse","13150_48_53_57_59_61_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
1562,2769,8902334,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,-9999,529,"Barren or Sparse","13700_53_61_62_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
1563,180732,1198995,"13090_53_57","Southern Appalachian Northern Hardwood Forest","Hardwood",681,665,341,169,"E","13090_53_57_E",68,15,-53,"under","BEAL2","Betula alleghaniensis","Yellow birch","Upper"
1563,180732,1198995,"13090_53_57","Southern Appalachian Northern Hardwood Forest","Hardwood",681,665,341,169,"E","13090_53_57_E",68,15,-53,"under","ABFR","Abies fraseri","Fraser fir","Upper"
1563,180732,1198995,"13090_53_57","Southern Appalachian Northern Hardwood Forest","Hardwood",681,665,341,169,"E","13090_53_57_E",68,15,-53,"under","PIRU","Picea rubens","Red spruce","Upper"
1563,180732,1198995,"13090_53_57","Southern Appalachian Northern Hardwood Forest","Hardwood",681,665,341,169,"E","13090_53_57_E",68,15,-53,"under","FAGR","Fagus grandifolia","American beech","Upper"
1564,3565,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"D","13760_48_53_57_61_D",50,0,-50,"under","QUST","Quercus stellata","Post oak","Upper"
1564,3565,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"D","13760_48_53_57_61_D",50,0,-50,"under","QUAL","Quercus alba","White oak","Upper"
1564,3565,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"D","13760_48_53_57_61_D",50,0,-50,"under","SCSC","Schizachyrium scoparium","Little bluestem","Lower"
1564,3565,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"D","13760_48_53_57_61_D",50,0,-50,"under","DASP2","Danthonia spicata","Poverty oatgrass","Lower"
1565,43,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"Barren or Sparse","13760_48_53_57_61_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
1566,296,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"C","13760_48_53_57_61_C",22,0,-22,"under","QUST","Quercus stellata","Post oak","Upper"
1566,296,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"C","13760_48_53_57_61_C",22,0,-22,"under","QUAL","Quercus alba","White oak","Upper"
1566,296,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"C","13760_48_53_57_61_C",22,0,-22,"under","SCSC","Schizachyrium scoparium","Little bluestem","Lower"
1566,296,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"C","13760_48_53_57_61_C",22,0,-22,"under","DASP2","Danthonia spicata","Poverty oatgrass","Lower"
1567,270,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"B","13760_48_53_57_61_B",5,0,-5,"under","JUVI","Juniperus virginiana","Eastern redcedar","Mid-Upper"
1567,270,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"B","13760_48_53_57_61_B",5,0,-5,"under","ACSA3","Acer saccharum","Sugar maple","Upper"
1567,270,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"B","13760_48_53_57_61_B",5,0,-5,"under","QUAL","Quercus alba","White oak","Mid-Upper"
1567,270,18161346,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,"B","13760_48_53_57_61_B",5,0,-5,"under","LITU","Liriodendron tulipifera","Tuliptree","Upper"
1568,54928,25813252,"13150_48_53_57_59_61","Southern Appalachian Oak Forest","Hardwood",604,138,16,14,"E","13150_48_53_57_59_61_E",9,0,-9,"under","QUPR2","Quercus prinus","Chestnut oak","Upper"
