"value","count","total_bps_count","bps_model","bps_name","groupveg","fri_replac","fri_mixed","fri_surfac","fri_allfir","label","model_label","ref_percent","cur_percent","class_percent_difference","class_representation","symbol","scientific_name","common_name","canopy_position"
618,616,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","CACA4","Calamagrostis canadensis var. canadensis)","robust bluejoint","Low"
618,616,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","COAM2","Cornus amomum","Silky dogwood","Low-Mid"
619,91336,43944848,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,-9999,531,"D","13700_60_63_64_65_66_D",68,0,-68,"under","TSCA","Tsuga canadensis","Eastern hemlock","All"
619,91336,43944848,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,-9999,531,"D","13700_60_63_64_65_66_D",68,0,-68,"under","FAGR","Fagus grandifolia","American beech","All"
619,91336,43944848,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,-9999,531,"D","13700_60_63_64_65_66_D",68,0,-68,"under","ACSA3","Acer saccharum","Sugar maple","All"
619,91336,43944848,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,-9999,531,"D","13700_60_63_64_65_66_D",68,0,-68,"under","LITU","Liriodendron tulipifera","Tuliptree","Upper"
620,537,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"C","14940_63_65_66_C",11,0,-11,"under","SPAL2","Spiraea alba","White meadowsweet","Middle"
620,537,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"C","14940_63_65_66_C",11,0,-11,"under","MYGA","Myrica gale","Sweetgale","Middle"
620,537,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"C","14940_63_65_66_C",11,0,-11,"under","ALIN2","Alnus incana","Gray alder","Lower"
620,537,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"C","14940_63_65_66_C",11,0,-11,"under","CORNU","Cornus","Dogwood","Lower"
621,5794,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"Barren or Sparse","14790_60_61_63_64_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
622,88632,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"UE","15180_43_47_49_52_62_63_64_65_UE",0,1,1,"over","UE","UE","UE","UE"
623,97497,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"B","15180_43_47_49_52_62_63_64_65_B",16,1,-15,"under","QURU","Quercus rubra","Northern red oak","Upper"
623,97497,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"B","15180_43_47_49_52_62_63_64_65_B",16,1,-15,"under","FAGR","Fagus grandifolia","American beech","Upper"
623,97497,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"B","15180_43_47_49_52_62_63_64_65_B",16,1,-15,"under","QUPA2","Quercus palustris","Pin oak","Upper"
623,97497,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"B","15180_43_47_49_52_62_63_64_65_B",16,1,-15,"under","QUBI","Quercus bicolor","Swamp white oak","Upper"
624,162607,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"Agriculture","15180_43_47_49_52_62_63_64_65_Agriculture",0,2,2,"over","Agriculture","Agriculture","Agriculture","Agriculture"
625,1715,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"A","15180_43_47_49_52_62_63_64_65_A",11,0,-11,"under","POTR5","Populus tremuloides","Quaking aspen","Upper"
625,1715,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"A","15180_43_47_49_52_62_63_64_65_A",11,0,-11,"under","TIAM","Tilia americana","American basswood","Upper"
625,1715,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"A","15180_43_47_49_52_62_63_64_65_A",11,0,-11,"under","QURU","Quercus rubra","Northern red oak","Upper"
625,1715,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"A","15180_43_47_49_52_62_63_64_65_A",11,0,-11,"under","QUPA2","Quercus palustris","Pin oak","Upper"
626,11204,65809310,"13690_60_61_63_64_65_66","Central Appalachian Dry Oak-Pine Forest","Hardwood-Conifer",182,463,15,14,"Barren or Sparse","13690_60_61_63_64_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
627,240,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"Barren or Sparse","14940_63_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
628,2555,20204346,"14720_61_62_63","Central Interior and Appalachian Riparian Systems","Riparian",1001,-9999,200,166,"Barren or Sparse","14720_61_62_63_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
629,24205,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"UN","15180_43_47_49_52_62_63_64_65_UN",0,0,0,"equal","UN","UN","UN","UN"
630,62369,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"Developed","15180_43_47_49_52_62_63_64_65_Developed",0,1,1,"over","Developed","Developed","Developed","Developed"
631,417,33546276,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"Barren or Sparse","14710_47_48_53_54_57_59_60_61_63_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
632,10,33546276,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"E","14710_47_48_53_54_57_59_60_61_63_E",48,0,-48,"under","PLOC","Platanus occidentalis","American sycamore","Upper"
632,10,33546276,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"E","14710_47_48_53_54_57_59_60_61_63_E",48,0,-48,"under","CELA","Celtis laevigata","Sugarberry","Upper"
632,10,33546276,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"E","14710_47_48_53_54_57_59_60_61_63_E",48,0,-48,"under","FAGR","Fagus grandifolia","American beech","Upper"
632,10,33546276,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,"E","14710_47_48_53_54_57_59_60_61_63_E",48,0,-48,"under","BENI","Betula nigra","River birch","Upper"
633,847,825203,"13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,-9999,-9999,1053,"A","13730_63_64_A",4,0,-4,"under","POTR5","Populus tremuloides","Quaking aspen","Upper"
633,847,825203,"13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,-9999,-9999,1053,"A","13730_63_64_A",4,0,-4,"under","BEPA","Betula papyrifera","Paper birch","Upper"
633,847,825203,"13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,-9999,-9999,1053,"A","13730_63_64_A",4,0,-4,"under","ABBA","Abies balsamea","Balsam fir","Low-Mid"
633,847,825203,"13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,-9999,-9999,1053,"A","13730_63_64_A",4,0,-4,"under","PIRU","Picea rubens","Red spruce","Low-Mid"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","QUAL","Quercus alba","White oak","Upper"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","QURU","Quercus rubra","Northern red oak","Upper"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","QUVE","Quercus velutina","Black oak","Upper"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","QUCO2","Quercus coccinea","Scarlet oak","Upper"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","PIST","Pinus strobus","Eastern White Pine","Upper"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","ANGE","Andropogon gerardii","Big bluestem","Low"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","QUVE","Quercus velutina","Black oak","Mid/Upper"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","PIST","Pinus strobus","Eastern White Pine","Upper"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","GAYLU","Gaylussacia","Huckleberry","Mid"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","VACCI","Vaccinium spp","Blueberry","Lower"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","SCHIZ4","Schizachyrium","Little bluestem","Lower"
634,214727,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"C","13030_61_63_64_65_66_C",49,0,-49,"under","SONU2","Sorghastrum nutans","Indiangrass","Lower"
635,23497,3741437,"14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"E","14710_64_65_E",47,1,-46,"under","PLOC","Platanus occidentalis","American sycamore","Upper"
635,23497,3741437,"14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"E","14710_64_65_E",47,1,-46,"under","CELA","Celtis laevigata","Sugarberry","Upper"
635,23497,3741437,"14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"E","14710_64_65_E",47,1,-46,"under","FAGR","Fagus grandifolia","American beech","Upper"
635,23497,3741437,"14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,"E","14710_64_65_E",47,1,-46,"under","BENI","Betula nigra","River birch","Upper"
636,415,9300655,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,-9999,-9999,1011,"D","15260_64_65_66_D",54,0,-54,"under","THOC2","Thuja occidentalis","Northern white-cedar","Upper"
636,415,9300655,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,-9999,-9999,1011,"D","15260_64_65_66_D",54,0,-54,"under","PIRU","Picea rubens","Red spruce","Upper"
636,415,9300655,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,-9999,-9999,1011,"D","15260_64_65_66_D",54,0,-54,"under","FRNI","Fraxinus nigra","Black ash","Upper"
636,415,9300655,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,-9999,-9999,1011,"D","15260_64_65_66_D",54,0,-54,"under","ABBA","Abies balsamea","Balsam fir","Mid-Upper"
637,9786,33089915,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"A","13660_51_63_64_65_66_A",3,0,-3,"under","BEPA","Betula papyrifera","Paper birch","Upper"
637,9786,33089915,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"A","13660_51_63_64_65_66_A",3,0,-3,"under","POTR5","Populus tremuloides","Quaking aspen","Upper"
638,6680,33089915,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"C","13660_51_63_64_65_66_C",39,0,-39,"under","PIST","Pinus strobus","Eastern white pine","Upper"
638,6680,33089915,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"C","13660_51_63_64_65_66_C",39,0,-39,"under","PIRE","Pinus resinosa","Red pine","Upper"
638,6680,33089915,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"C","13660_51_63_64_65_66_C",39,0,-39,"under","TSCA","Tsuga canadensis","Eastern hemlock","Upper"
638,6680,33089915,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,"C","13660_51_63_64_65_66_C",39,0,-39,"under","BEAL2","Betula alleghaniensis","Yellow birch","Upper"
639,362340,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"UE","13030_61_63_64_65_66_UE",0,1,1,"over","UE","UE","UE","UE"
640,1196155,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"Developed","13030_61_63_64_65_66_Developed",0,2,2,"over","Developed","Developed","Developed","Developed"
641,329406,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"Agriculture","13030_61_63_64_65_66_Agriculture",0,0,0,"equal","Agriculture","Agriculture","Agriculture","Agriculture"
642,3754,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"Agriculture","14800_46_56_58_60_64_65_66_Agriculture",0,0,0,"equal","Agriculture","Agriculture","Agriculture","Agriculture"
643,658,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"UE","14800_46_56_58_60_64_65_66_UE",0,0,0,"equal","UE","UE","UE","UE"
644,3803,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"C","14800_46_56_58_60_64_65_66_C",74,0,-74,"under","TADI2","Taxodium distichum","Bald cypress","Upper"
644,3803,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"C","14800_46_56_58_60_64_65_66_C",74,0,-74,"under","NYBI","Nyssa biflora","Swamp tupelo","Mid-Upper"
644,3803,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"C","14800_46_56_58_60_64_65_66_C",74,0,-74,"under","QUPH","Quercus phellos","Willow oak","Mid-Upper"
644,3803,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"C","14800_46_56_58_60_64_65_66_C",74,0,-74,"under","ACRU","Acer rubrum","Red maple","Mid-Upper"
645,39,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","CEOC2","Cephalanthus occidentalis","Common buttonbush","Low-Mid"
645,39,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","COSE16","Cornus sericea","Red-osier dogwood","Low-Mid"
645,39,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","ILVE","Ilex verticillata","Common winterberry","Low-Mid"
645,39,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","ACRU","Acer rubrum","red maple","Upper"
645,39,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","VACO","Vaccinium corymbosum","highbush blueberry","Mid"
645,39,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","VIBUR","Viburnum spp.","A","Low-Mid"
645,39,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","CAREX","Carex spp","A","Low"
645,39,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","CACA4","Calamagrostis canadensis var. canadensis)","robust bluejoint","Low"
645,39,12654767,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,"A","14790_60_61_63_64_65_66_A",24,0,-24,"under","COAM2","Cornus amomum","Silky dogwood","Low-Mid"
646,8099,18935868,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,"Barren or Sparse","13240_60_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
647,760,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"Developed","14800_46_56_58_60_64_65_66_Developed",0,0,0,"equal","Developed","Developed","Developed","Developed"
648,13,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"A","14940_63_65_66_A",47,0,-47,"under","NYOD","Nymphaea odorata","American white waterlily","Lower"
648,13,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"A","14940_63_65_66_A",47,0,-47,"under","POCO14","Pontederia cordata","Pickerelweed","Lower"
648,13,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"A","14940_63_65_66_A",47,0,-47,"under","NULUV","Nuphar lutea ssp. variegata","Varigated yellow pond-lily","Lower"
648,13,3222111,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,"A","14940_63_65_66_A",47,0,-47,"under","POTAM","Potamogeton","Pondweed","Lower"
649,33804,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"Agriculture","13030_61_63_64_65_66_Agriculture",0,0,0,"equal","Agriculture","Agriculture","Agriculture","Agriculture"
650,730,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"Barren or Sparse","13030_61_63_64_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
651,131078,71641118,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,"UE","13030_61_63_64_65_66_UE",0,0,0,"equal","UE","UE","UE","UE"
652,118,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"C","15180_43_47_49_52_62_63_64_65_C",73,0,-73,"under","ACSA3","Acer saccharum","Sugar maple","Upper"
652,118,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"C","15180_43_47_49_52_62_63_64_65_C",73,0,-73,"under","FAGR","Fagus grandifolia","American beech","Upper"
652,118,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"C","15180_43_47_49_52_62_63_64_65_C",73,0,-73,"under","QUPA2","Quercus palustris","Pin oak","Upper"
652,118,7015071,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,"C","15180_43_47_49_52_62_63_64_65_C",73,0,-73,"under","QUBI","Quercus bicolor","Swamp white oak","Upper"
653,3,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"E","14720_64_65_66_E",9,0,-9,"under","PLOC","Platanus occidentalis","American sycamore","Upper"
653,3,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"E","14720_64_65_66_E",9,0,-9,"under","ACSA2","Acer saccharinum","Silver maple","Upper"
653,3,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"E","14720_64_65_66_E",9,0,-9,"under","FAGR","Fagus grandifolia","American beech","Upper"
653,3,5153551,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,"E","14720_64_65_66_E",9,0,-9,"under","BENI","Betula nigra","River birch","Upper"
654,247,1234303,"13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"D","13790_60_65_D",49,0,-49,"under","QUVI","Quercus virginiana","Live oak","Upper"
654,247,1234303,"13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"D","13790_60_65_D",49,0,-49,"under","QULA3","Quercus laurifolia","Laurel oak","Mid-Upper"
654,247,1234303,"13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"D","13790_60_65_D",49,0,-49,"under","PITA","Pinus taeda","Loblolly pine","Upper"
654,247,1234303,"13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,"D","13790_60_65_D",49,0,-49,"under","CHLA","Chamaecyparis lawsoniana","Port orford cedar","None"
655,209,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"A","14900_65_66_A",11,0,-11,"under","SAVI","Salicornia virginica","Virginia glasswort","Upper"
655,209,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"A","14900_65_66_A",11,0,-11,"under","PLMA3","Plantago maritima","Goose tongue","Upper"
655,209,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"A","14900_65_66_A",11,0,-11,"under","ATPA4","Atriplex patula","Spear saltbush","Upper"
655,209,652334,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,"A","14900_65_66_A",11,0,-11,"under","GLMA","Glaux maritima","Sea milkwort","Upper"
656,300,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"UN","14800_46_56_58_60_64_65_66_UN",0,0,0,"equal","UN","UN","UN","UN"
657,54607,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"UE","13550_60_65_UE",0,1,1,"over","UE","UE","UE","UE"
658,318750,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"Developed","13550_60_65_Developed",0,6,6,"over","Developed","Developed","Developed","Developed"
659,990,22133011,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,"Barren or Sparse","14800_46_56_58_60_64_65_66_Barren or Sparse",NA,0,NA,"equal","Barren or Sparse","Barren or Sparse","Barren or Sparse","Barren or Sparse"
660,5526,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"B","13550_60_65_B",24,0,-24,"under","PIRI","Pinus rigida","Pitch pine","Upper"
660,5526,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"B","13550_60_65_B",24,0,-24,"under","QUIL","Quercus ilicifolia","Bear oak","Low-Mid"
660,5526,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"B","13550_60_65_B",24,0,-24,"under","QUPR","Quercus prinoides","Quercus prinoides","Low-Mid"
661,34893,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"C","13550_60_65_C",39,1,-38,"under","PIRI","Pinus rigida","Pitch pine","Upper"
661,34893,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"C","13550_60_65_C",39,1,-38,"under","QUIL","Quercus ilicifolia","Bear oak","Low-Mid"
661,34893,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"C","13550_60_65_C",39,1,-38,"under","GABA","Gaylussacia baccata","Black huckleberry","Low-Mid"
661,34893,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"C","13550_60_65_C",39,1,-38,"under","VAPA4","Vaccinium pallidum","Blue ridge blueberry","Low-Mid"
662,55201,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"UN","13550_60_65_UN",0,1,1,"over","UN","UN","UN","UN"
663,201977,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"E","13550_60_65_E",5,4,-1,"under","VAPA4","Vaccinium pallidum","Blue ridge blueberry","Upper"
663,201977,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"E","13550_60_65_E",5,4,-1,"under","QUIL","Quercus ilicifolia","Bear oak","Mid-Upper"
663,201977,5502486,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,"E","13550_60_65_E",5,4,-1,"under","GABA","Gaylussacia baccata","Black huckleberry","Low-Mid"
