"bps_model_id","class","symbol","scientific_name","common_name","canopy_position"
"11582_1_2_7","B","SALIX","Salix","Willow","Upper"
"11582_1_2_7","B","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"11582_1_2_7","B","SYAL","Symphoricarpos albus","Common snowberry","Middle"
"11582_1_2_7","C","ALRU2","Alnus rubra","Red alder","Mid-Upper"
"11582_1_2_7","C","SALIX","Salix","Willow","Upper"
"11582_1_2_7","C","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"11582_1_2_7","C","SYAL","Symphoricarpos albus","Common snowberry","Lower"
"11590_10_19","A","POPUL","Populus","Cottonwood","Upper"
"11590_10_19","A","SALIX","Salix","Willow","Upper"
"11590_10_19","A","ALNUS","Alnus","Alder","Upper"
"11590_10_19","A","CAREX","Carex","Sedge","Lower"
"11590_10_19","B","POPUL","Populus","Cottonwood","Upper"
"11590_10_19","B","SALIX","Salix","Willow","Mid-Upper"
"11590_10_19","C","POPUL","Populus","Cottonwood","Upper"
"11590_10_19","C","PINUS","Pinus","Pine","Upper"
"11590_10_19","C","SALIX","Salix","Willow","Mid-Upper"
"11590_12_17","A","POPUL","Populus","Cottonwood","Upper"
"11590_12_17","A","SALIX","Salix","Willow","Upper"
"11590_12_17","A","ALNUS","Alnus","Alder","Upper"
"11590_12_17","A","CAREX","Carex","Sedge","Lower"
"11590_12_17","B","POPUL","Populus","Cottonwood","Upper"
"11590_12_17","B","SALIX","Salix","Willow","Mid-Upper"
"11590_12_17","C","POPUL","Populus","Cottonwood","Upper"
"11590_12_17","C","PINUS","Pinus","Pine","Upper"
"11590_12_17","C","SALIX","Salix","Willow","Mid-Upper"
"11590_13","A","POPUL","Populus","Cottonwood","Upper"
"11590_13","A","SALIX","Salix","Willow","Upper"
"11590_13","A","CAREX","Carex","Sedge","Lower"
"11590_13","B","POPUL","Populus","Cottonwood","Upper"
"11590_13","B","SALIX","Salix","Willow","Mid-Upper"
"11590_13","C","POPUL","Populus","Cottonwood","Upper"
"11590_13","C","PINUS","Pinus","Pine","Upper"
"11590_13","C","SALIX","Salix","Willow","Mid-Upper"
"11590_15","A","POPUL","Populus","Cottonwood","Upper"
"11590_15","A","SALIX","Salix","Willow","Upper"
"11590_15","A","CAREX","Carex","Sedge","Lower"
"11590_15","B","POPUL","Populus","Cottonwood","Upper"
"11590_15","B","SALIX","Salix","Willow","Upper"
"11590_15","C","POPUL","Populus","Cottonwood","Upper"
"11590_15","C","PINUS","Pinus","Pine","Upper"
"11590_15","C","SALIX","Salix","Willow","Mid-Upper"
"11590_16_23_24_26","A","POPUL","Populus","Cottonwood","Upper"
"11590_16_23_24_26","A","SALIX","Salix","Willow","Upper"
"11590_16_23_24_26","A","CAREX","Carex","Sedge","Upper"
"11590_16_23_24_26","A","PICEA","Picea","Spruce","Upper"
"11590_16_23_24_26","B","POPUL","Populus","Cottonwood","Upper"
"11590_16_23_24_26","B","SALIX","Salix","Willow","Upper"
"11590_16_23_24_26","B","CAREX","Carex","Sedge","Upper"
"11590_16_23_24_26","B","PICEA","Picea","Spruce","Upper"
"11590_18","A","POPUL","Populus","Cottonwood","Upper"
"11590_18","A","SALIX","Salix","Willow","Upper"
"11590_18","A","ALNUS","Alnus","Alder","Upper"
"11590_18","A","CAREX","Carex","Sedge","Lower"
"11590_18","B","POPUL","Populus","Cottonwood","Upper"
"11590_18","B","SALIX","Salix","Willow","Mid-Upper"
"11590_18","C","POPUL","Populus","Cottonwood","Upper"
"11590_18","C","PINUS","Pinus","Pine","Upper"
"11590_18","C","SALIX","Salix","Willow","Mid-Upper"
"11590_20","A","POPUL","Populus","Cottonwood","Upper"
"11590_20","A","SALIX","Salix","Willow","Upper"
"11590_20","A","COSE16","Cornus sericea","Redosier dogwood","Middle"
"11590_20","A","CAREX","Carex","Sedge","Lower"
"11590_20","B","POPUL","Populus","Cottonwood","Upper"
"11590_20","B","SALIX","Salix","Willow","Mid-Upper"
"11590_20","B","COSE16","Cornus sericea","Redosier dogwood","Middle"
"11590_20","C","POPUL","Populus","Cottonwood","Upper"
"11590_20","C","PINUS","Pinus","Pine","Upper"
"11590_20","C","SALIX","Salix","Willow","Mid-Upper"
"11590_20","C","JUSC2","Juniperus scopulorum","Rocky mountain juniper","Mid-Upper"
"11590_21","A","POPUL","Populus","Cottonwood","Upper"
"11590_21","A","SALIX","Salix","Willow","Upper"
"11590_21","A","ALNUS","Alnus","Alder","Upper"
"11590_21","A","CAREX","Carex","Sedge","Lower"
"11590_21","B","POPUL","Populus","Cottonwood","Upper"
"11590_21","B","SALIX","Salix","Willow","Mid-Upper"
"11590_21","C","POPUL","Populus","Cottonwood","Upper"
"11590_21","C","PINUS","Pinus","Pine","Upper"
"11590_21","C","SALIX","Salix","Willow","Mid-Upper"
"11590_22","A","POPUL","Populus","Cottonwood","Upper"
"11590_22","A","SALIX","Salix","Willow","Upper"
"11590_22","A","CAREX","Carex","Sedge","Low-Mid"
"11590_22","A","CORNU","Cornus","Dogwood","Upper"
"11590_22","B","POPUL","Populus","Cottonwood","Upper"
"11590_22","B","SALIX","Salix","Willow","Upper"
"11590_22","B","CAREX","Carex","Sedge","Lower"
"11590_22","B","CORNU","Cornus","Dogwood","Upper"
"11590_25","A","POPUL","Populus","Cottonwood","Upper"
"11590_25","A","SALIX","Salix","Willow","Upper"
"11590_25","A","CAREX","Carex","Sedge","Upper"
"11590_25","A","PICEA","Picea","Spruce","Upper"
"11590_25","B","POPUL","Populus","Cottonwood","Upper"
"11590_25","B","SALIX","Salix","Willow","Upper"
"11590_25","B","CAREX","Carex","Sedge","Upper"
"11590_25","B","PICEA","Picea","Spruce","Upper"
"11590_27_33","A","POPUL","Populus","Cottonwood","Upper"
"11590_27_33","A","SALIX","Salix","Willow","Upper"
"11590_27_33","A","CAREX","Carex","Sedge","Upper"
"11590_27_33","A","PICEA","Picea","Spruce","Upper"
"11590_27_33","B","POPUL","Populus","Cottonwood","Upper"
"11590_27_33","B","SALIX","Salix","Willow","Upper"
"11590_27_33","B","CAREX","Carex","Sedge","Upper"
"11590_27_33","B","PICEA","Picea","Spruce","Upper"
"11590_28","A","POPUL","Populus","Cottonwood","Upper"
"11590_28","A","SALIX","Salix","Willow","Upper"
"11590_28","A","CAREX","Carex","Sedge","Upper"
"11590_28","A","PICEA","Picea","Spruce","Upper"
"11590_28","B","POPUL","Populus","Cottonwood","Upper"
"11590_28","B","SALIX","Salix","Willow","Upper"
"11590_28","B","CAREX","Carex","Sedge","Upper"
"11590_28","B","PICEA","Picea","Spruce","Upper"
"11590_29","A","POPUL","Populus","Cottonwood","Upper"
"11590_29","A","SALIX","Salix","Willow","Upper"
"11590_29","A","COSE16","Cornus sericea","Redosier dogwood","Middle"
"11590_29","A","CAREX","Carex","Sedge","Lower"
"11590_29","B","POPUL","Populus","Cottonwood","Upper"
"11590_29","B","SALIX","Salix","Willow","Mid-Upper"
"11590_29","B","COSE16","Cornus sericea","Redosier dogwood","Middle"
"11590_29","C","POPUL","Populus","Cottonwood","Upper"
"11590_29","C","PINUS","Pinus","Pine","Upper"
"11590_29","C","SALIX","Salix","Willow","Mid-Upper"
"11590_29","C","JUSC2","Juniperus scopulorum","Rocky Mountain juniper","Mid-Upper"
"11590_8_9","A","POPUL","Populus","Cottonwood","Upper"
"11590_8_9","A","SALIX","Salix","Willow","Upper"
"11590_8_9","A","ALNUS","Alnus","Alder","Upper"
"11590_8_9","A","CAREX","Carex","Sedge","Lower"
"11590_8_9","B","POPUL","Populus","Cottonwood","Upper"
"11590_8_9","B","SALIX","Salix","Willow","Mid-Upper"
"11590_8_9","C","POPUL","Populus","Cottonwood","Upper"
"11590_8_9","C","PINUS","Pinus","Pine","Upper"
"11590_8_9","C","SALIX","Salix","Willow","Mid-Upper"
"11600_10_19","A","SALIX","Salix","Willow","Upper"
"11600_10_19","A","CAREX","Carex","Sedge","Upper"
"11600_10_19","A","PICEA","Picea","Spruce","Upper"
"11600_10_19","B","SALIX","Salix","Willow","Upper"
"11600_10_19","B","CAREX","Carex","Sedge","Upper"
"11600_10_19","B","PICEA","Picea","Spruce","Upper"
"11600_12_17","A","POPUL","Populus","Cottonwood","Upper"
"11600_12_17","A","SALIX","Salix","Willow","Upper"
"11600_12_17","A","CAREX","Carex","Sedge","Upper"
"11600_12_17","A","PICEA","Picea","Spruce","Upper"
"11600_12_17","B","POPUL","Populus","Cottonwood","Upper"
"11600_12_17","B","SALIX","Salix","Willow","Upper"
"11600_12_17","B","CAREX","Carex","Sedge","Upper"
"11600_12_17","B","PICEA","Picea","Spruce","Upper"
"11600_15_28","A","POPUL","Populus","Cottonwood","Upper"
"11600_15_28","A","SALIX","Salix","Willow","Upper"
"11600_15_28","A","CAREX","Carex","Sedge","Upper"
"11600_15_28","A","PICEA","Picea","Spruce","Upper"
"11600_15_28","B","POPUL","Populus","Cottonwood","Upper"
"11600_15_28","B","SALIX","Salix","Willow","Upper"
"11600_15_28","B","CAREX","Carex","Sedge","Upper"
"11600_15_28","B","PICEA","Picea","Spruce","Upper"
"11600_16","A","POPUL","Populus","Cottonwood","Upper"
"11600_16","A","SALIX","Salix","Willow","Upper"
"11600_16","A","CAREX","Carex","Sedge","Upper"
"11600_16","A","PICEA","Picea","Spruce","Upper"
"11600_16","B","POPUL","Populus","Cottonwood","Upper"
"11600_16","B","SALIX","Salix","Willow","Upper"
"11600_16","B","CAREX","Carex","Sedge","Upper"
"11600_16","B","PICEA","Picea","Spruce","Upper"
"11600_18","A","POPUL","Populus","Cottonwood","Upper"
"11600_18","A","SALIX","Salix","Willow","Upper"
"11600_18","A","CAREX","Carex","Sedge","Upper"
"11600_18","A","PICEA","Picea","Spruce","Upper"
"11600_18","B","POPUL","Populus","Cottonwood","Upper"
"11600_18","B","SALIX","Salix","Willow","Mid-Upper"
"11600_18","B","CAREX","Carex","Sedge","Lower"
"11600_18","B","PICEA","Picea","Spruce","Mid-Upper"
"11600_18","C","PICEA","Picea","Spruce","Upper"
"11600_18","C","POTR5","Populus tremuloides","Quaking aspen","Mid-Upper"
"11600_20_29","A","SALIX","Salix","Willow","Upper"
"11600_20_29","A","CAREX","Carex","Sedge","Upper"
"11600_20_29","A","PSEUD7","Pseudotsuga","Douglas-fir","Middle"
"11600_20_29","A","POPUL","Populus","Cottonwood","Middle"
"11600_20_29","B","SALIX","Salix","Willow","Middle"
"11600_20_29","B","CAREX","Carex","Sedge","Middle"
"11600_20_29","B","PSEUD7","Pseudotsuga","Douglas-fir","Upper"
"11600_20_29","B","POPUL","Populus","Cottonwood","Upper"
"11600_21","A","SALIX","Salix","Willow","Upper"
"11600_21","A","CAREX","Carex","Sedge","Upper"
"11600_21","B","SALIX","Salix","Willow","Upper"
"11600_21","B","CAREX","Carex","Sedge","Upper"
"11600_23","A","POPUL","Populus","Cottonwood","Upper"
"11600_23","A","SALIX","Salix","Willow","Upper"
"11600_23","A","CAREX","Carex","Sedge","Upper"
"11600_23","A","PICEA","Picea","Spruce","Upper"
"11600_23","B","POPUL","Populus","Cottonwood","Upper"
"11600_23","B","SALIX","Salix","Willow","Upper"
"11600_23","B","CAREX","Carex","Sedge","Upper"
"11600_23","B","PICEA","Picea","Spruce","Upper"
"11600_8_9","A","SALIX","Salix","Willow","Upper"
"11600_8_9","A","CAREX","Carex","Sedge","Upper"
"11600_8_9","A","PICEA","Picea","Spruce","Upper"
"11600_8_9","B","SALIX","Salix","Willow","Upper"
"11600_8_9","B","CAREX","Carex","Sedge","Upper"
"11600_8_9","B","PICEA","Picea","Spruce","Upper"
"11610_21","A","PIEN","Picea engelmannii","Engelmann spruce","Mid-Upper"
"11610_21","A","PICO","Pinus contorta","Lodgepole pine","Mid-Upper"
"11610_21","B","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"11610_21","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"11610_21","C","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"11610_9_10_19","A","PIEN","Picea engelmannii","Engelmann spruce","Mid-Upper"
"11610_9_10_19","B","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"11610_9_10_19","C","PIEN","Picea engelmannii","Engelmann spruce","Upper"
"11620_20","A","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_20","A","SAEX","Salix exigua","Narrowleaf willow","Upper"
"11620_20","A","SALU2","Salix lutea","Yellow willow","Upper"
"11620_20","B","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_20","B","SAEX","Salix exigua","Narrowleaf willow","Middle"
"11620_20","B","SALU2","Salix lutea","Yellow willow","Middle"
"11620_20","B","SCPUL4","Schoenoplectus pungens","Common threesquare","Low-Mid"
"11620_20","C","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_20","C","SAAM2","Salix amygdaloides","Peachleaf willow","Mid-Upper"
"11620_20","C","SALU2","Salix lutea","Yellow willow","Middle"
"11620_20","C","GLLE3","Glycyrrhiza lepidota","American licorice","Low-Mid"
"11620_20","D","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_20","D","PASM","Pascopyrum smithii","Western wheatgrass","Low-Mid"
"11620_20","D","SYOC","Symphoricarpos occidentalis","Western snowberry","Middle"
"11620_20","E","ARCA13","Artemisia cana","Silver sagebrush","Upper"
"11620_20","E","SYOC","Symphoricarpos occidentalis","Western snowberry","Upper"
"11620_20","E","PASM","Pascopyrum smithii","Western wheatgrass","Middle"
"11620_22","A","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_22","A","SAEX","Salix exigua","Narrowleaf willow","Upper"
"11620_22","B","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_22","B","SAEX","Salix exigua","Narrowleaf willow","Middle"
"11620_22","C","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_22","D","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_22","D","RHTR","Rhus trilobata","Skunkbush sumac","Low-Mid"
"11620_22","D","ROSA","Rorippa sarmentosa","Longrunner","Low-Mid"
"11620_22","D","ERNA10","Ericameria nauseosa","Rubber rabbitbrush","Low-Mid"
"11620_22","E","SALIX","Salix","Willow","Middle"
"11620_27_33","A","PODE3","Populus deltoides","Eastern cottonwood","Lower"
"11620_27_33","A","SALIX","Salix","Willow","Lower"
"11620_27_33","A","Herbs","<NOT FOUND IN NRCS>","<NOT FOUND IN NRCS>","Upper"
"11620_27_33","B","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_27_33","B","SALIX","Salix","Willow","Mid-Upper"
"11620_27_33","B","Herbs","<NOT FOUND IN NRCS>","<NOT FOUND IN NRCS>","Lower"
"11620_27_33","C","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_27_33","C","SALIX","Salix","Willow","Middle"
"11620_27_33","C","Herbs","<NOT FOUND IN NRCS>","<NOT FOUND IN NRCS>","Lower"
"11620_29_30","A","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_29_30","A","SAEX","Salix exigua","Narrowleaf willow","Upper"
"11620_29_30","A","SALU2","Salix lutea","Yellow willow","Upper"
"11620_29_30","A","SCHOE6","Schoenoplectus","Bulrush","Low-Mid"
"11620_29_30","B","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_29_30","B","SAAM2","Salix amygdaloides","Peachleaf willow","Mid-Upper"
"11620_29_30","B","SALU2","Salix lutea","Yellow willow","Middle"
"11620_29_30","B","FRPE","Fraxinus pennsylvanica","Green ash","Low-Mid"
"11620_29_30","C","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_29_30","C","PASM","Pascopyrum smithii","Western wheatgrass","Low-Mid"
"11620_29_30","C","SYOC","Symphoricarpos occidentalis","Western snowberry","Middle"
"11620_29_30","C","FRPE","Fraxinus pennsylvanica","Green ash","Low-Mid"
"11620_29_30","D","FRPE","Fraxinus pennsylvanica","Green ash","Middle"
"11620_29_30","D","ACNE2","Acer negundo","Boxelder","Middle"
"11620_29_30","D","PODE3","Populus deltoides","Eastern cottonwood","Middle"
"11620_29_30","D","SYOC","Symphoricarpos occidentalis","Western snowberry","Upper"
"11620_29_30","E","ARCA13","Artemisia cana","Silver sagebrush","Upper"
"11620_29_30","E","SYOC","Symphoricarpos occidentalis","Western snowberry","Upper"
"11620_29_30","E","PASM","Pascopyrum smithii","Western wheatgrass","Middle"
"11620_31_39_40","A","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_31_39_40","A","SAEX","Salix exigua","Narrowleaf willow","Upper"
"11620_31_39_40","A","SALU2","Salix lutea","Yellow willow","Upper"
"11620_31_39_40","A","SCHOE6","Schoenoplectus","Bulrush","Low-Mid"
"11620_31_39_40","B","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_31_39_40","B","SAAM2","Salix amygdaloides","Peachleaf willow","Mid-Upper"
"11620_31_39_40","B","SALU2","Salix lutea","Yellow willow","Middle"
"11620_31_39_40","B","FRPE","Fraxinus pennsylvanica","Green ash","Low-Mid"
"11620_31_39_40","C","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_31_39_40","C","SYOC","Symphoricarpos occidentalis","Western snowberry","None"
"11620_31_39_40","C","FRPE","Fraxinus pennsylvanica","Green ash","Middle"
"11620_31_39_40","D","FRPE","Fraxinus pennsylvanica","Green ash","Middle"
"11620_31_39_40","D","ACNE2","Acer negundo","Boxelder","Middle"
"11620_31_39_40","D","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_31_39_40","D","SYOC","Symphoricarpos occidentalis","Western snowberry","Lower"
"11620_31_39_40","E","ARCA13","Artemisia cana","Silver sagebrush","Upper"
"11620_31_39_40","E","SYOC","Symphoricarpos occidentalis","Western snowberry","Upper"
"11620_31_39_40","E","PASM","Pascopyrum smithii","Western wheatgrass","Middle"
"11620_32_35","A","CAIL2","Carya illinoinensis","Pecan","Upper"
"11620_32_35","A","ULCR","Ulmus crassifolia","Cedar elm","Upper"
"11620_32_35","A","ILDE","Ilex decidua","Possumhaw","Middle"
"11620_32_35","A","CODR","Cornus drummondii","Roughleaf dogwood","Middle"
"11620_32_35","B","CAIL2","Carya illinoinensis","Pecan","Upper"
"11620_32_35","B","ULCR","Ulmus crassifolia","Cedar elm","Upper"
"11620_32_35","B","VEVI2","Verbascum virgatum","Wand mullein","Lower"
"11620_32_35","B","ELVI3","Elymus virginicus","Virginia wildrye","Lower"
"11620_34","A","PODE3","Populus deltoides","Eastern cottonwood","Lower"
"11620_34","A","SALIX","Salix","Willow","Lower"
"11620_34","A","ANDRO2","Andropogon","Bluestem","None"
"11620_34","B","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_34","B","SALIX","Salix","Willow","Mid-Upper"
"11620_34","C","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_34","C","SALIX","Salix","Willow","Middle"
"11620_38","A","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_38","A","SAEX","Salix exigua","Narrowleaf willow","Upper"
"11620_38","A","SALU2","Salix lutea","Yellow willow","Upper"
"11620_38","A","SCHOE6","Schoenoplectus","Bulrush","Low-Mid"
"11620_38","B","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_38","B","SAAM2","Salix amygdaloides","Peachleaf willow","Mid-Upper"
"11620_38","B","SALU2","Salix lutea","Yellow willow","Middle"
"11620_38","B","FRPE","Fraxinus pennsylvanica","Green ash","Low-Mid"
"11620_38","C","PODE3","Populus deltoids","Eastern cottonwood","Upper"
"11620_38","C","SYOC","Symphoricarpos occidentalis","Western snowberry","None"
"11620_38","C","FRPE","Fraxinus pennsylvanica","Green ash","Middle"
"11620_38","D","FRPE","Fraxinus pennsylvanica","Green ash","Middle"
"11620_38","D","ACNE2","Acer negundo","Boxelder","Middle"
"11620_38","D","PODE3","Populus deltoides","Eastern cottonwood","Upper"
"11620_38","D","SYOC","Symphoricarpos occidentalis","Western snowberry","Lower"
"11620_38","E","ARCA13","Artemisia cana","Silver sagebrush","Upper"
"11620_38","E","SYOC","Symphoricarpos occidentalis","Western snowberry","Upper"
"11620_38","E","PASM","Pascopyrum smithii","Western wheatgrass","Middle"
"11630_3_4_5","A","SCCO","Scirpus congdonii","Congdon’s bulrush","Upper"
"11630_3_4_5","A","LETR5","Leymus triticoides","Beardless wildrye","Upper"
"11630_3_4_5","A","TYPHA","Typha","Cattail","Upper"
"11630_3_4_5","A","ELOB2","Eleocharis obtusa","Blunt spikerush","Upper"
"11630_3_4_5","B","SCCO","Scirpus congdonii","Congdon’s bulrush","Upper"
"11630_3_4_5","B","LETR5","Leymus triticoides","Beardless wildrye","Upper"
"11630_3_4_5","B","ELOB2","Eleocharis obtusa","Blunt spikerush","Upper"
"11630_3_4_5","B","TYPHA","Typha","Cattail","Upper"
"11630_3_4_5","C","SCCO","Scirpus congdonii","Congdon’s bulrush","Upper"
"11630_3_4_5","C","LETR5","Leymus triticoides","Beardless wildrye","Upper"
"11630_3_4_5","C","TYPHA","Typha","Cattail","Upper"
"11630_3_4_5","C","ELOB2","Eleocharis obtusa","Blunt spikerush","Upper"
"11650_1_7_8","A","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"11650_1_7_8","A","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Low-Mid"
"11650_1_7_8","B","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"11650_1_7_8","B","FEID","Festuca idahoensis","Idaho fescue","Lower"
"11650_1_7_8","B","PSSP6","Pseudoroegneria spicata","Bluebunch wheatgrass","Lower"
"11650_1_7_8","C","PIPO","Pinus ponderosa","Ponderosa pine","Upper"
"11650_1_7_8","C","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Low-Mid"
"11650_9","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11650_9","A","FEID","Festuca idahoensis","Idaho fescue","Lower"
"11650_9","A","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Lower"
"11650_9","A","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"11650_9","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11650_9","B","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"11650_9","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11650_9","C","FEID","Festuca idahoensis","Idaho fescue","Lower"
"11650_9","C","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Lower"
"11650_9","C","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"11650_9","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11650_9","D","FEID","Festuca idahoensis","Idaho fescue","Lower"
"11650_9","D","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Lower"
"11650_9","D","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"11660_21","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_21","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"11660_21","A","SYAL","Symphoricarpos albus","Common snowberry","Lower"
"11660_21","A","CARU","Calamagrostis rubescens","Pinegrass","Lower"
"11660_21","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_21","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"11660_21","B","SYAL","Symphoricarpos albus","Common snowberry","Lower"
"11660_21","B","CARU","Calamagrostis rubescens","Pinegrass","Lower"
"11660_21","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_21","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"11660_21","C","SYAL","Symphoricarpos albus","Common snowberry","Lower"
"11660_21","C","CARU","Calamagrostis rubescens","Pinegrass","Lower"
"11660_21","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_21","D","PICO","Pinus contorta","Lodgepole pine","Upper"
"11660_21","D","SYAL","Symphoricarpos albus","Common snowberry","Lower"
"11660_21","D","CARU","Calamagrostis rubescens","Pinegrass","Lower"
"11660_21","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_21","E","PICO","Pinus contorta","Lodgepole pine","Upper"
"11660_21","E","SYAL","Symphoricarpos albus","Common snowberry","Lower"
"11660_21","E","CARU","Calamagrostis rubescens","Pinegrass","Lower"
"11660_22","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_22","A","POTR5","Populus tremuloides","Quaking aspen","Upper"
"11660_22","A","PHMA5","Physocarpus malvaceus","Mallow ninebark","Lower"
"11660_22","A","RIBES","Ribes","Currant","Lower"
"11660_22","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_22","B","POTR5","Populus tremuloides","Quaking aspen","Upper"
"11660_22","B","PHMA5","Physocarpus malvaceus","Mallow ninebark","Lower"
"11660_22","B","RIBES","Ribes","Currant","Lower"
"11660_22","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_22","C","POTR5","Populus tremuloides","Quaking aspen","Upper"
"11660_22","C","PHMA5","Physocarpus malvaceus","Mallow ninebark","Lower"
"11660_22","C","RIBES","Ribes","Currant","Lower"
"11660_22","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_22","D","POTR5","Populus tremuloides","Quaking aspen","Upper"
"11660_22","D","PHMA5","Physocarpus malvaceus","Mallow ninebark","Lower"
"11660_22","D","RIBES","Ribes","Currant","Lower"
"11660_22","E","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_22","E","POTR5","Populus tremuloides","Quaking aspen","Upper"
"11660_22","E","PHMA5","Physocarpus malvaceus","Mallow ninebark","Lower"
"11660_22","E","RIBES","Ribes","Currant","Lower"
"11660_29","A","PSMEG","Pseudotsuga menziesii var. glauca","Rocky Mountain Douglas-fir","Upper"
"11660_29","A","FEID","Festuca idahoensis","Idaho fescue","Lower"
"11660_29","A","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Lower"
"11660_29","B","PSMEG","Pseudotsuga menziesii var. glauca","Rocky Mountain Douglas-fir","Upper"
"11660_29","C","PSMEG","Pseudotsuga menziesii var. glauca","Rocky Mountain Douglas-fir","Upper"
"11660_29","C","FEID","Festuca idahoensis","Idaho fescue","Lower"
"11660_29","C","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Lower"
"11660_29","D","PSMEG","Pseudotsuga menziesii var. glauca","Rocky Mountain Douglas-fir","Upper"
"11660_29","D","FEID","Festuca idahoensis","Idaho fescue","Lower"
"11660_29","D","ARTRV","Artemisia tridentata ssp. vaseyana","Mountain big sagebrush","Lower"
"11660_29","E","PSMEG","Pseudotsuga menziesii var. glauca","Rocky Mountain Douglas-fir","Upper"
"11660_9_10_19","A","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_9_10_19","A","PICO","Pinus contorta","Lodgepole pine","Upper"
"11660_9_10_19","A","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"11660_9_10_19","A","CARU","Calamagrostis rubescens","Pinegrass","Lower"
"11660_9_10_19","B","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_9_10_19","B","PICO","Pinus contorta","Lodgepole pine","Upper"
"11660_9_10_19","B","PIFL","Pieris floribunda","Mountain fetterbush","Lower"
"11660_9_10_19","B","CARU","Calamagrostis rubescens","Pinegrass","Lower"
"11660_9_10_19","C","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_9_10_19","C","PICO","Pinus contorta","Lodgepole pine","Upper"
"11660_9_10_19","C","PIFL","Pieris floribunda","Mountain fetterbush","Upper"
"11660_9_10_19","C","CARU","Calamagrostis rubescens","Pinegrass","Lower"
"11660_9_10_19","D","PSME","Pseudotsuga menziesii","Douglas-fir","Upper"
"11660_9_10_19","D","PICO","Pinus contorta","Lodgepole pine","Upper"
