Value,Count,apps_mzs_rast,LC20_BPS_220,LC24_SCla_250,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL
1319,54149.000000000000000,60,1859,5,14520_58_60,Atlantic Coastal Plain Peatland Pocosin and Canebrake,Riparian,14,16,-9999,7,E
1320,26412.000000000000000,60,1859,7,14520_58_60,Atlantic Coastal Plain Peatland Pocosin and Canebrake,Riparian,14,16,-9999,7,UE
1321,2090.000000000000000,60,1859,1,14520_58_60,Atlantic Coastal Plain Peatland Pocosin and Canebrake,Riparian,14,16,-9999,7,A
1322,12639534.000000000000000,47,2072,180,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,Agriculture
1323,2817868.000000000000000,47,2072,7,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,UE
1324,1522945.000000000000000,47,2071,120,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,Developed
1325,729496.000000000000000,47,2091,180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Agriculture
1326,3526496.000000000000000,47,2071,180,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,Agriculture
1327,214008.000000000000000,47,2091,7,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,UE
1328,11850608.000000000000000,47,2072,2,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,B
1329,454198.000000000000000,47,2070,4,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,D
1330,13829.000000000000000,47,2091,3,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,C
1331,370421.000000000000000,47,2091,2,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,B
1332,1570093.000000000000000,47,2071,3,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,C
1333,787467.000000000000000,47,2071,7,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,UE
1334,3701329.000000000000000,47,2072,120,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,Developed
1335,626684.000000000000000,47,2085,7,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,UE
1336,2289395.000000000000000,47,2085,180,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,Agriculture
1337,477523.000000000000000,47,2085,120,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,Developed
1338,2340352.000000000000000,47,2084,7,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UE
1339,4080816.000000000000000,47,11,111,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water
1340,13387.000000000000000,47,2091,6,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,UN
1341,5053099.000000000000000,47,2084,3,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,C
1342,1467525.000000000000000,47,2085,2,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,B
1343,68674.000000000000000,47,2071,4,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,D
1344,29401.000000000000000,47,2084,4,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,D
1345,757134.000000000000000,47,2085,3,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,C
1346,326614.000000000000000,47,2070,180,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,Agriculture
1347,233077.000000000000000,47,2091,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Developed
1348,674828.000000000000000,47,2084,6,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UN
1349,97796.000000000000000,47,2070,120,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,Developed
1350,8245093.000000000000000,47,2084,180,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Agriculture
1351,123606.000000000000000,47,2070,7,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,UE
1352,37188.000000000000000,47,2070,3,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,C
1353,57324.000000000000000,47,2085,1,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,A
1354,477297.000000000000000,47,2084,2,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,B
1355,324944.000000000000000,47,2072,3,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,C
1356,1627067.000000000000000,47,2084,120,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Developed
1357,31575.000000000000000,47,2085,5,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,E
1358,60918.000000000000000,47,2070,5,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,E
1359,14197.000000000000000,47,2071,2,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,B
1360,31522.000000000000000,47,2084,5,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,E
1361,4797.000000000000000,47,2070,6,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,UN
1362,42700.000000000000000,47,2072,1,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,A
1363,40137.000000000000000,47,2072,6,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,UN
1364,47175.000000000000000,47,2084,1,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,A
1365,7040251.000000000000000,47,2067,7,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,UE
1366,26794445.000000000000000,47,2067,3,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,C
1367,19297490.000000000000000,47,2067,180,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,Agriculture
1368,2862.000000000000000,47,2072,4,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,D
1369,2338.000000000000000,47,2070,1,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,A
1370,1379480.000000000000000,47,2088,3,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,C
1371,877570.000000000000000,47,2088,7,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,UE
1372,8456.000000000000000,47,2071,1,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,A
1373,5486937.000000000000000,47,2067,120,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,Developed
1374,74055.000000000000000,47,2067,1,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,A
1375,353162.000000000000000,47,2079,120,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,Developed
1376,480682.000000000000000,47,2079,7,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,UE
1377,1492822.000000000000000,47,2079,6,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,UN
1378,1690695.000000000000000,47,2079,180,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,Agriculture
1379,214349.000000000000000,47,2067,5,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,E
1380,3120.000000000000000,47,2067,4,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,D
1381,65441.000000000000000,47,2081,180,14180_47,Pennyroyal Karst Plain Prairie and Barrens,Grassland,2,75,22,1,Agriculture
1382,21318.000000000000000,47,2081,7,14180_47,Pennyroyal Karst Plain Prairie and Barrens,Grassland,2,75,22,1,UE
1383,20881.000000000000000,47,2081,120,14180_47,Pennyroyal Karst Plain Prairie and Barrens,Grassland,2,75,22,1,Developed
1384,931.000000000000000,47,2085,4,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,D
1385,18150.000000000000000,47,2081,3,14180_47,Pennyroyal Karst Plain Prairie and Barrens,Grassland,2,75,22,1,C
1386,539299.000000000000000,47,2088,120,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,Developed
1387,1461.000000000000000,47,2091,132,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Barren or Sparse
1388,3106364.000000000000000,47,2088,180,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,Agriculture
1389,15369.000000000000000,47,2088,2,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,B
1390,86807.000000000000000,47,2088,6,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,UN
1391,481.000000000000000,47,2081,1,14180_47,Pennyroyal Karst Plain Prairie and Barrens,Grassland,2,75,22,1,A
1392,25925.000000000000000,47,2072,132,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,Barren or Sparse
1393,4065.000000000000000,47,2071,132,13130_47_50_51,North-Central Interior Beech-Maple Forest,Hardwood,1004,-9999,836,456,Barren or Sparse
1394,2188.000000000000000,47,2085,132,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Riparian,990,-9999,200,167,Barren or Sparse
1395,24813.000000000000000,47,2067,132,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,Barren or Sparse
1396,666.000000000000000,47,2070,132,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,Barren or Sparse
1397,1155.000000000000000,47,31,132,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse
1398,6401.000000000000000,47,2084,132,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Barren or Sparse
1399,5006.000000000000000,47,2067,2,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,B
1400,145.000000000000000,47,2091,1,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,A
1401,4582.000000000000000,47,2088,132,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,Barren or Sparse
1402,1780.000000000000000,47,2081,4,14180_47,Pennyroyal Karst Plain Prairie and Barrens,Grassland,2,75,22,1,D
1403,345080.000000000000000,47,2078,5,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,E
1404,99155.000000000000000,47,2078,7,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,UE
1405,90748.000000000000000,47,2078,120,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,Developed
1406,435118.000000000000000,47,2078,180,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,Agriculture
1407,386.000000000000000,47,2078,6,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,UN
1408,24772.000000000000000,47,2078,4,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,D
1409,30.000000000000000,47,2079,1,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,A
1410,550.000000000000000,47,2079,5,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,E
1411,936630.000000000000000,47,2080,180,14130_47,Bluegrass Savanna and Woodland,Hardwood,81,132,62,28,Agriculture
1412,170825.000000000000000,47,2080,120,14130_47,Bluegrass Savanna and Woodland,Hardwood,81,132,62,28,Developed
1413,83.000000000000000,47,2079,3,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,C
1414,48.000000000000000,47,2079,4,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,D
1415,24123.000000000000000,47,2074,4,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,187,182,5,5,D
1416,303967.000000000000000,47,2074,180,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,187,182,5,5,Agriculture
1417,151203.000000000000000,47,2080,4,14130_47,Bluegrass Savanna and Woodland,Hardwood,81,132,62,28,D
1418,2551.000000000000000,47,2079,132,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,Barren or Sparse
1419,76142.000000000000000,47,2074,5,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,187,182,5,5,E
1420,64532.000000000000000,47,2074,120,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,187,182,5,5,Developed
1421,301293.000000000000000,47,2076,7,13530_47,Southern Appalachian Low-Elevation Pine Forest,Conifer,100,1204,2,2,UE
1422,1240.000000000000000,47,2078,3,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,C
1423,305984.000000000000000,47,2076,180,13530_47,Southern Appalachian Low-Elevation Pine Forest,Conifer,100,1204,2,2,Agriculture
1424,114659.000000000000000,47,2076,4,13530_47,Southern Appalachian Low-Elevation Pine Forest,Conifer,100,1204,2,2,D
1425,105741.000000000000000,47,2080,7,14130_47,Bluegrass Savanna and Woodland,Hardwood,81,132,62,28,UE
1426,552073.000000000000000,47,2076,5,13530_47,Southern Appalachian Low-Elevation Pine Forest,Conifer,100,1204,2,2,E
1427,75999.000000000000000,47,2074,7,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,187,182,5,5,UE
1428,90999.000000000000000,47,2076,120,13530_47,Southern Appalachian Low-Elevation Pine Forest,Conifer,100,1204,2,2,Developed
1429,19.000000000000000,47,2070,2,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,B
1430,439.000000000000000,47,2074,6,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,187,182,5,5,UN
1431,241.000000000000000,47,2078,2,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,B
1432,912036.000000000000000,53,2012,180,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Agriculture
1433,251425.000000000000000,53,2012,7,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UE
1434,165166.000000000000000,53,2012,6,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,UN
1435,1332385.000000000000000,53,11,111,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water
1436,23900200.000000000000000,53,2005,2,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,B
1437,490704.000000000000000,53,2012,3,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,C
1438,3371076.000000000000000,53,2003,180,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,Agriculture
1439,1247446.000000000000000,53,2003,3,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,C
1440,2687024.000000000000000,53,2003,120,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,Developed
1441,909374.000000000000000,53,2000,180,13050_53,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,2,1007,15,2,Agriculture
1442,3770645.000000000000000,53,2003,7,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,UE
1443,1871763.000000000000000,53,2005,180,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,Agriculture
1444,12073895.000000000000000,53,2003,4,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,D
1445,465607.000000000000000,53,2000,120,13050_53,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,2,1007,15,2,Developed
1446,147990.000000000000000,53,2005,6,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,UN
1447,295402.000000000000000,53,2000,7,13050_53,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,2,1007,15,2,UE
1448,58935.000000000000000,53,2012,2,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,B
1449,1971818.000000000000000,53,2005,120,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,Developed
1450,1738060.000000000000000,53,2000,4,13050_53,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,2,1007,15,2,D
1451,103705.000000000000000,53,2000,3,13050_53,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,2,1007,15,2,C
1452,3466893.000000000000000,53,2005,7,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,UE
1453,86133.000000000000000,53,2014,3,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,C
1454,71038.000000000000000,53,2014,180,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,Agriculture
1455,600422.000000000000000,53,2012,120,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,Developed
1456,331183.000000000000000,53,2009,2,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,B
1457,3955.000000000000000,53,2014,6,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Riparian,987,-9999,-9999,987,UN
1458,29350.000000000000000,53,2009,120,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,Developed
1459,61848.000000000000000,53,2009,3,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,C
1460,15217.000000000000000,53,2009,180,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,Agriculture
1461,72368.000000000000000,53,2009,7,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,-9999,529,UE
1462,1188655.000000000000000,53,2013,120,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,-9999,202,168,Developed
